scenario_id,timestamp,road_id,u,v,key,road_type,length_m,traffic_density,vehicle_count,average_speed,free_flow_speed,congestion,congestion_level,flow_pcu_h,road_status,incident_type
clearing,2026-08-27 21:00:00,11465483536_2782950537_0,11465483536,2782950537,0,secondary,28.1,28.09,1,33.8,38.0,0.1112,low,948.8,open,
sudden_congestion,2026-08-27 15:00:00,1274196443_3598282450_0,1274196443,3598282450,0,secondary,41.1,58.55,3,29.2,38.0,0.2318,low,1709.3,open,
sudden_congestion,2026-08-27 15:00:00,3164006378_12968988502_0,3164006378,12968988502,0,primary,63.0,72.07,6,32.8,45.0,0.2703,low,2366.6,open,
multiple_congested,2026-08-27 18:00:00,3614503750_665149343_0,3614503750,665149343,0,secondary,1143.2,170.5,264,5.6,50.0,0.888,severe,954.5,open,
road_closure,2026-08-27 16:00:00,2852295294_971318583_0,2852295294,971318583,0,secondary,18.8,101.55,3,22.7,38.0,0.402,moderate,2307.8,open,
road_closure,2026-08-27 16:00:00,11811152877_10047125834_0,11811152877,10047125834,0,secondary,27.1,79.83,3,26.0,38.0,0.316,moderate,2075.0,open,
normal,2026-08-27 14:00:00,2222561716_2222561726_0,2222561716,2222561726,0,secondary,21.2,43.53,1,31.5,38.0,0.1723,low,1369.1,open,
road_closure,2026-08-27 16:00:00,356345264_356345257_0,356345264,356345257,0,secondary,93.3,43.76,6,43.6,60.0,0.2735,low,1907.6,open,
accident,2026-08-27 17:30:00,11836588213_3612554465_0,11836588213,3612554465,0,secondary,26.6,163.01,6,13.5,38.0,0.6452,heavy,2197.5,open,
normal,2026-08-27 14:00:00,2529078874_2744233349_0,2529078874,2744233349,0,primary,639.5,38.15,33,48.6,60.0,0.1908,low,1852.4,open,
peak_hour,2026-08-27 18:30:00,2855063842_1404710321_0,2855063842,1404710321,0,primary,40.4,158.37,9,18.3,45.0,0.5939,heavy,2894.3,open,
road_closure,2026-08-27 16:00:00,4514097734_4514098056_0,4514097734,4514098056,0,secondary,136.0,102.58,19,22.6,38.0,0.4061,moderate,2315.3,open,
heavy_congestion,2026-08-27 18:30:00,308783054_11841112298_0,308783054,11841112298,0,primary,290.4,190.0,75,5.0,60.0,0.95,severe,950.0,open,
heavy_congestion,2026-08-27 18:30:00,3697294783_4023436722_0,3697294783,4023436722,0,secondary,55.1,147.21,11,11.7,50.0,0.7667,severe,1717.1,open,
peak_hour,2026-08-27 18:30:00,4317346501_4317346566_0,4317346501,4317346566,0,primary_link,18.6,336.35,8,5.0,30.0,0.8409,severe,1681.7,open,
heavy_congestion,2026-08-27 18:30:00,11549067969_3614467012_0,11549067969,3614467012,0,secondary,249.6,202.99,69,7.5,38.0,0.8035,severe,1515.6,open,
heavy_congestion,2026-08-27 18:30:00,4314601131_4314601140_0,4314601131,4314601140,0,secondary_link,112.5,285.32,43,5.0,28.0,0.8322,severe,1426.6,open,
heavy_congestion,2026-08-27 18:30:00,1750016965_1750016985_0,1750016965,1750016985,0,secondary,74.0,240.0,24,5.0,38.0,0.95,severe,1200.0,open,
road_closure,2026-08-27 16:00:00,3618948319_2052593652_0,3618948319,2052593652,0,secondary,48.5,72.58,5,27.1,38.0,0.2873,low,1965.6,open,
normal,2026-08-27 14:00:00,4194578184_12152952182_0,4194578184,12152952182,0,secondary,62.6,26.84,2,49.9,60.0,0.1678,low,1340.3,open,
road_closure,2026-08-27 16:00:00,660558245_660558195_0,660558245,660558195,0,secondary,18.4,60.04,1,29.0,38.0,0.2377,low,1739.3,open,
multiple_congested,2026-08-27 18:00:00,2090009528_3813738658_0,2090009528,3813738658,0,motorway,5863.9,113.05,898,69.1,120.0,0.4239,moderate,7814.8,open,
accident,2026-08-27 17:30:00,12317733671_12317733670_0,12317733671,12317733670,0,motorway_link,17.2,189.74,4,20.4,50.0,0.5929,heavy,3861.8,open,
heavy_congestion,2026-08-27 18:30:00,2847561298_1317453451_0,2847561298,1317453451,0,secondary,48.1,234.78,15,5.0,38.0,0.9294,severe,1173.9,open,
normal,2026-08-27 14:00:00,6570831605_2236750487_0,6570831605,2236750487,0,secondary,89.5,33.5,4,41.3,50.0,0.1745,low,1382.8,open,
normal,2026-08-27 14:00:00,3618964864_4185144914_0,3618964864,4185144914,0,secondary,132.9,61.78,11,28.7,38.0,0.2446,low,1773.6,open,
multiple_congested,2026-08-27 18:00:00,3180189266_3146940005_0,3180189266,3146940005,0,secondary,29.0,137.08,5,8.6,60.0,0.8568,severe,1178.0,open,
heavy_congestion,2026-08-27 18:30:00,3612550440_2854813543_0,3612550440,2854813543,0,secondary,44.9,239.28,15,5.0,38.0,0.9472,severe,1196.4,open,
multiple_congested,2026-08-27 18:00:00,306609602_3612549815_0,306609602,3612549815,0,secondary,77.3,175.29,18,11.6,38.0,0.6939,heavy,2039.2,open,
road_closure,2026-08-27 16:00:00,4361440878_11563451307_0,4361440878,11563451307,0,secondary,17.8,92.18,2,24.1,38.0,0.3649,moderate,2224.7,open,
road_closure,2026-08-27 16:00:00,13279199572_3614507656_0,13279199572,3614507656,0,secondary,211.2,97.95,28,23.3,38.0,0.3877,moderate,2279.0,open,
multiple_congested,2026-08-27 18:00:00,13766136461_3180406075_0,13766136461,3180406075,0,primary,40.0,128.16,7,21.6,60.0,0.6408,heavy,2762.1,open,
clearing,2026-08-27 21:00:00,2852277858_2852277864_0,2852277858,2852277864,0,secondary,48.0,23.82,2,43.8,50.0,0.1241,low,1043.2,open,
heavy_congestion,2026-08-27 18:30:00,1945691628_308960176_0,1945691628,308960176,0,secondary,21.6,153.2,4,15.0,38.0,0.6064,heavy,2291.3,open,
multiple_congested,2026-08-27 18:00:00,2234141688_1779503704_0,2234141688,1779503704,0,secondary,254.0,172.49,59,12.1,38.0,0.6828,heavy,2079.2,open,
accident,2026-08-27 17:30:00,4310432951_4310432960_0,4310432951,4310432960,0,secondary,21.5,136.02,4,17.5,38.0,0.5384,heavy,2385.8,open,
accident,2026-08-27 17:30:00,13949653111_9860627681_0,13949653111,9860627681,0,primary,282.7,176.97,68,6.9,60.0,0.8848,severe,1222.8,open,
sudden_congestion,2026-08-27 15:00:00,3614471485_7547444331_0,3614471485,7547444331,0,secondary,41.8,47.16,3,30.9,38.0,0.1867,low,1457.5,open,
clearing,2026-08-27 21:00:00,3969781689_3669611867_0,3969781689,3669611867,0,secondary,374.7,26.93,14,33.9,38.0,0.1066,low,914.3,open,
accident,2026-08-27 17:30:00,3614507874_3614507887_0,3614507874,3614507887,0,secondary,50.9,117.41,8,19.4,50.0,0.6115,heavy,2280.6,open,
multiple_congested,2026-08-27 18:00:00,1947771424_1947774406_0,1947771424,1947774406,0,trunk,8.3,107.46,1,33.1,60.0,0.4478,moderate,3560.7,open,
road_closure,2026-08-27 16:00:00,11846818262_4183124309_0,11846818262,4183124309,0,secondary,13.8,103.35,2,22.5,38.0,0.4091,moderate,2320.6,open,
multiple_congested,2026-08-27 18:00:00,2509297520_2509297462_0,2509297520,2509297462,0,motorway_link,607.7,90.14,74,21.8,50.0,0.5634,heavy,1967.9,open,
peak_hour,2026-08-27 18:30:00,4343145647_1779032143_0,4343145647,1779032143,0,trunk,30.4,181.86,7,14.5,60.0,0.7578,severe,2643.2,open,
sudden_congestion,2026-08-27 15:00:00,2225281469_2225281404_0,2225281469,2225281404,0,secondary,69.9,61.23,6,28.8,38.0,0.2424,low,1762.8,open,
normal,2026-08-27 14:00:00,2246072709_11140278221_0,2246072709,11140278221,0,secondary,24.8,37.13,1,32.4,38.0,0.147,low,1203.6,open,
accident,2026-08-27 17:30:00,11166264605_11166231104_0,11166264605,11166231104,0,secondary,59.7,88.0,7,27.0,60.0,0.55,heavy,2376.0,open,
heavy_congestion,2026-08-27 18:30:00,3598312421_11947776194_0,3598312421,11947776194,0,secondary,4.5,227.01,1,5.0,38.0,0.8986,severe,1135.1,open,
clearing,2026-08-27 21:00:00,3216905249_3216905838_0,3216905249,3216905838,0,primary,13.9,40.24,1,47.9,60.0,0.2012,low,1928.7,open,
multiple_congested,2026-08-27 18:00:00,982234760_1001548812_0,982234760,1001548812,0,secondary,42.0,117.03,7,19.5,50.0,0.6095,heavy,2284.8,open,
peak_hour,2026-08-27 18:30:00,3133981243_3167938403_0,3133981243,3167938403,0,primary,10.4,134.03,2,19.8,60.0,0.6702,heavy,2652.6,open,
clearing,2026-08-27 21:00:00,5486729272_5486729274_0,5486729272,5486729274,0,primary,81.7,27.15,3,51.9,60.0,0.1358,low,1408.0,open,
clearing,2026-08-27 21:00:00,1318407375_1318407367_0,1318407375,1318407367,0,secondary,88.5,26.3,3,50.1,60.0,0.1644,low,1318.6,open,
road_closure,2026-08-27 16:00:00,3547295103_11569011253_0,3547295103,11569011253,0,secondary,20.4,41.3,1,44.5,60.0,0.2581,low,1838.5,open,
heavy_congestion,2026-08-27 18:30:00,3612551009_307035801_0,3612551009,307035801,0,secondary,41.9,227.02,13,5.0,38.0,0.8986,severe,1135.1,open,
road_closure,2026-08-27 16:00:00,596391665_315086386_0,596391665,315086386,0,secondary,15.4,91.22,2,24.3,38.0,0.3611,moderate,2214.7,open,
heavy_congestion,2026-08-27 18:30:00,13817631370_13817631369_0,13817631370,13817631369,0,secondary,102.1,240.0,33,5.0,38.0,0.95,severe,1200.0,open,
heavy_congestion,2026-08-27 18:30:00,1568523225_2225281489_0,1568523225,2225281489,0,secondary,40.9,235.29,13,5.0,38.0,0.9314,severe,1176.5,open,
peak_hour,2026-08-27 18:30:00,2232018061_2225284026_0,2232018061,2225284026,0,secondary,163.3,224.27,50,5.0,38.0,0.8877,severe,1121.4,open,
heavy_congestion,2026-08-27 18:30:00,308943090_2881542112_0,308943090,2881542112,0,secondary,19.9,218.57,6,5.1,38.0,0.8652,severe,1119.8,open,
accident,2026-08-27 17:30:00,2234499361_2234275288_0,2234499361,2234275288,0,secondary,41.8,176.94,10,11.4,38.0,0.7004,severe,2014.5,open,
road_closure,2026-08-27 16:00:00,672114145_4206314476_0,672114145,4206314476,0,secondary,1090.7,65.3,97,28.2,38.0,0.2585,low,1840.0,open,
clearing,2026-08-27 21:00:00,3790504694_308796014_0,3790504694,308796014,0,secondary,26.9,38.61,1,32.2,38.0,0.1528,low,1243.1,open,
clearing,2026-08-27 21:00:00,2766337963_3943263551_0,2766337963,3943263551,0,secondary,22.2,18.26,1,53.2,60.0,0.1141,low,970.5,open,
heavy_congestion,2026-08-27 18:30:00,5134982698_5134982716_0,5134982698,5134982716,0,secondary,36.4,240.0,12,5.0,38.0,0.95,severe,1200.0,open,
sudden_congestion,2026-08-27 15:00:00,1779502570_1779502560_0,1779502570,1779502560,0,primary,44.0,36.59,2,49.0,60.0,0.183,low,1793.8,open,
sudden_congestion,2026-08-27 15:00:00,571158896_571158898_0,571158896,571158898,0,secondary,33.1,40.8,2,31.9,38.0,0.1615,low,1300.1,open,
normal,2026-08-27 14:00:00,307081804_306593136_0,307081804,306593136,0,trunk,224.1,34.58,11,51.4,60.0,0.1441,low,1776.0,open,
peak_hour,2026-08-27 18:30:00,4180702322_4180702324_0,4180702322,4180702324,0,secondary,103.8,216.08,30,5.5,38.0,0.8553,severe,1188.0,open,
heavy_congestion,2026-08-27 18:30:00,10600457918_10600457919_0,10600457918,10600457919,0,primary_link,9.5,380.0,5,5.0,30.0,0.95,severe,1900.0,open,
clearing,2026-08-27 21:00:00,3182238477_3598265252_0,3182238477,3598265252,0,secondary,12.3,30.88,1,42.0,50.0,0.1608,low,1295.7,open,
normal,2026-08-27 14:00:00,1521097406_2199688088_0,1521097406,2199688088,0,motorway,5967.2,40.28,326,101.9,120.0,0.1511,low,4103.8,open,
road_closure,2026-08-27 16:00:00,3612566950_1317249687_0,3612566950,1317249687,0,secondary,56.9,96.53,7,23.5,38.0,0.3821,moderate,2266.5,open,
heavy_congestion,2026-08-27 18:30:00,12850619918_12872480604_0,12850619918,12872480604,0,primary_link,15.2,380.0,8,5.0,30.0,0.95,severe,1900.0,open,
normal,2026-08-27 14:00:00,2590024444_2857325732_0,2590024444,2857325732,0,primary,28.6,35.15,1,49.5,60.0,0.1757,low,1738.3,open,
heavy_congestion,2026-08-27 18:30:00,7008311426_7013309438_0,7008311426,7013309438,0,secondary,258.2,123.42,43,13.7,60.0,0.7714,severe,1693.1,open,
accident,2026-08-27 17:30:00,3618952944_9766656701_0,3618952944,9766656701,0,secondary,538.5,193.64,141,8.9,38.0,0.7665,severe,1718.3,open,
sudden_congestion,2026-08-27 15:00:00,2808236579_11140947371_0,2808236579,11140947371,0,secondary,1143.7,59.91,93,29.0,38.0,0.2372,low,1736.7,open,
peak_hour,2026-08-27 18:30:00,3554715960_4204448906_0,3554715960,4204448906,0,secondary,859.0,231.3,269,5.0,38.0,0.9156,severe,1156.5,open,
road_closure,2026-08-27 16:00:00,2225281566_2225281575_0,2225281566,2225281575,0,secondary,6.7,72.91,1,27.0,38.0,0.2886,low,1971.0,open,
peak_hour,2026-08-27 18:30:00,4182570697_2721044304_0,4182570697,2721044304,0,secondary,572.4,161.42,125,13.7,38.0,0.6389,heavy,2214.7,open,
normal,2026-08-27 14:00:00,12833047143_12833047145_0,12833047143,12833047145,0,trunk,32.8,75.14,3,47.5,60.0,0.2087,low,3567.3,open,
multiple_congested,2026-08-27 18:00:00,13997299203_13997299202_0,13997299203,13997299202,0,secondary,47.4,171.42,11,12.2,38.0,0.6785,heavy,2094.0,open,
heavy_congestion,2026-08-27 18:30:00,11827299598_11827299599_0,11827299598,11827299599,0,primary_link,21.5,362.29,11,5.0,30.0,0.9057,severe,1811.5,open,
road_closure,2026-08-27 16:00:00,4313445826_768002696_0,4313445826,768002696,0,primary,30.8,112.86,5,26.0,45.0,0.4232,moderate,2929.3,open,
peak_hour,2026-08-27 18:30:00,306631559_2857909880_0,306631559,2857909880,0,secondary,55.3,205.75,15,7.1,38.0,0.8144,severe,1450.9,open,
multiple_congested,2026-08-27 18:00:00,11215870371_11849731136_0,11215870371,11849731136,0,secondary,71.0,188.9,18,9.6,38.0,0.7477,severe,1810.9,open,
normal,2026-08-27 14:00:00,4189438619_4189438609_0,4189438619,4189438609,0,secondary,97.9,51.4,7,30.3,38.0,0.2035,low,1555.8,open,
road_closure,2026-08-27 16:00:00,7694261102_1945545830_0,7694261102,1945545830,0,secondary,14.2,64.93,1,33.1,50.0,0.3382,moderate,2148.5,open,
peak_hour,2026-08-27 18:30:00,10281638977_7682662011_0,10281638977,7682662011,0,secondary,10.2,184.17,3,10.3,38.0,0.729,severe,1896.5,open,
normal,2026-08-27 14:00:00,1748863826_1748871930_0,1748863826,1748871930,0,secondary,20.7,63.81,2,28.4,38.0,0.2526,low,1812.3,open,
normal,2026-08-27 14:00:00,3618948870_3618950026_0,3618948870,3618950026,0,secondary,207.4,35.89,10,46.5,60.0,0.2243,low,1670.3,open,
heavy_congestion,2026-08-27 18:30:00,10279727277_4314601730_0,10279727277,4314601730,0,secondary,529.3,240.0,172,5.0,38.0,0.95,severe,1200.0,open,
sudden_congestion,2026-08-27 15:00:00,14078366295_3602299033_0,14078366295,3602299033,0,secondary,23.8,66.57,2,28.0,38.0,0.2635,low,1863.2,open,
clearing,2026-08-27 21:00:00,3618953735_4208482869_0,3618953735,4208482869,0,secondary,190.1,34.89,9,32.8,38.0,0.1381,low,1142.7,open,
accident,2026-08-27 17:30:00,10225384165_11971853875_0,10225384165,11971853875,0,trunk,195.7,94.55,25,36.4,60.0,0.394,moderate,3438.1,open,
road_closure,2026-08-27 16:00:00,2189329777_3618939360_0,2189329777,3618939360,0,secondary,21.2,93.3,3,24.0,38.0,0.3693,moderate,2236.0,open,
accident,2026-08-27 17:30:00,10047125835_11811152881_0,10047125835,11811152881,0,secondary,11.2,148.7,2,15.6,38.0,0.5886,heavy,2324.7,open,
clearing,2026-08-27 21:00:00,2785059702_2785059698_0,2785059702,2785059698,0,secondary,56.4,34.34,3,32.8,38.0,0.1359,low,1127.6,open,
heavy_congestion,2026-08-27 18:30:00,2584898210_11946902329_0,2584898210,11946902329,0,secondary,411.0,163.75,91,13.4,38.0,0.6482,heavy,2189.3,open,
multiple_congested,2026-08-27 18:00:00,319533040_6641555354_0,319533040,6641555354,0,primary,1076.3,295.87,432,15.6,60.0,0.7397,severe,4621.3,open,
normal,2026-08-27 14:00:00,1321746986_1321746999_0,1321746986,1321746999,0,secondary,38.2,28.99,2,42.4,50.0,0.151,low,1230.8,open,
accident,2026-08-27 17:30:00,2178010195_722232012_0,2178010195,722232012,0,secondary,80.4,113.55,12,17.4,60.0,0.7097,severe,1978.0,open,
heavy_congestion,2026-08-27 18:30:00,2782802231_7072436792_0,2782802231,7072436792,0,secondary,22.0,181.54,5,10.7,38.0,0.7186,severe,1941.2,open,
accident,2026-08-27 17:30:00,3975208339_3975208468_0,3975208339,3975208468,0,secondary,121.8,161.38,27,13.7,38.0,0.6388,heavy,2215.0,open,
sudden_congestion,2026-08-27 15:00:00,9709013358_3602325587_0,9709013358,3602325587,0,secondary,53.4,43.97,3,31.4,38.0,0.174,low,1380.0,open,
heavy_congestion,2026-08-27 18:30:00,5999378882_5999378862_0,5999378882,5999378862,0,secondary,58.4,240.0,19,5.0,38.0,0.95,severe,1200.0,open,
sudden_congestion,2026-08-27 15:00:00,2180797366_2391164555_0,2180797366,2391164555,0,trunk,315.1,52.82,23,46.8,60.0,0.2201,low,2471.6,open,
peak_hour,2026-08-27 18:30:00,2730859802_2730859820_0,2730859802,2730859820,0,secondary,24.3,165.57,5,13.1,38.0,0.6554,heavy,2168.3,open,
peak_hour,2026-08-27 18:30:00,5137745097_3754062759_0,5137745097,3754062759,0,secondary,196.2,231.38,62,5.0,38.0,0.9159,severe,1156.9,open,
multiple_congested,2026-08-27 18:00:00,11549168878_7676161810_0,11549168878,7676161810,0,secondary,10.8,145.12,2,12.2,50.0,0.7558,severe,1771.6,open,
multiple_congested,2026-08-27 18:00:00,2231949795_3164268359_0,2231949795,3164268359,0,primary,29.7,185.61,7,5.0,60.0,0.928,severe,928.0,open,
sudden_congestion,2026-08-27 15:00:00,2822548676_2822548700_0,2822548676,2822548700,0,secondary,77.9,48.02,5,30.8,38.0,0.1901,low,1477.8,open,
peak_hour,2026-08-27 18:30:00,2180951933_10716389391_0,2180951933,10716389391,0,motorway,1214.0,116.27,191,67.7,120.0,0.436,moderate,7869.0,open,
heavy_congestion,2026-08-27 18:30:00,2852505041_308560732_0,2852505041,308560732,0,secondary,6.3,165.67,1,13.1,38.0,0.6558,heavy,2167.1,open,
normal,2026-08-27 14:00:00,11478463343_308560004_0,11478463343,308560004,0,trunk,25.6,44.49,2,48.9,60.0,0.1854,low,2174.6,open,
heavy_congestion,2026-08-27 18:30:00,10116299360_3148659854_0,10116299360,3148659854,0,primary,44.1,285.0,17,5.0,60.0,0.95,severe,1425.0,open,
sudden_congestion,2026-08-27 15:00:00,3670019017_3612537630_0,3670019017,3612537630,0,secondary,47.6,36.56,2,46.3,60.0,0.2285,low,1692.5,open,
road_closure,2026-08-27 16:00:00,3972951443_3972951444_0,3972951443,3972951444,0,primary,17.8,62.46,2,41.3,60.0,0.3123,moderate,2577.2,open,
road_closure,2026-08-27 16:00:00,11818147917_11818147916_0,11818147917,11818147916,0,primary_link,17.9,116.59,3,21.3,30.0,0.2915,low,2478.2,open,
clearing,2026-08-27 21:00:00,7444474370_7444474394_0,7444474370,7444474394,0,secondary,101.5,36.04,5,32.6,38.0,0.1427,low,1174.1,open,
normal,2026-08-27 14:00:00,12431507443_1314826067_0,12431507443,1314826067,0,primary,34.5,55.8,3,43.3,60.0,0.279,low,2414.0,open,
accident,2026-08-27 17:30:00,11818443933_2733918537_0,11818443933,2733918537,0,secondary,169.8,179.18,41,11.0,38.0,0.7093,severe,1979.6,open,
clearing,2026-08-27 21:00:00,3496413195_3598399357_0,3496413195,3598399357,0,trunk,92.8,24.79,3,53.8,60.0,0.1033,low,1333.8,open,
peak_hour,2026-08-27 18:30:00,1054044369_3550346618_0,1054044369,3550346618,0,secondary,30.2,157.11,6,14.4,38.0,0.6219,heavy,2257.4,open,
heavy_congestion,2026-08-27 18:30:00,10081115193_13335624065_0,10081115193,13335624065,0,secondary,522.1,114.0,81,5.0,40.0,0.95,severe,570.0,open,
accident,2026-08-27 17:30:00,7578269189_7578269191_0,7578269189,7578269191,0,trunk,37.8,142.81,7,24.3,60.0,0.595,heavy,3469.9,open,
accident,2026-08-27 17:30:00,306593160_3712995364_0,306593160,3712995364,0,trunk,116.7,158.93,25,20.3,60.0,0.6622,heavy,3221.2,open,
heavy_congestion,2026-08-27 18:30:00,596391226_2249583967_0,596391226,2249583967,0,secondary,19.8,164.38,4,13.3,38.0,0.6507,heavy,2182.1,open,
heavy_congestion,2026-08-27 18:30:00,2852277811_2852277813_0,2852277811,2852277813,0,secondary,17.2,182.4,4,5.0,50.0,0.95,severe,912.0,open,
normal,2026-08-27 14:00:00,3894084731_3894084732_0,3894084731,3894084732,0,primary_link,14.8,101.46,2,22.4,30.0,0.2537,low,2271.8,open,
accident,2026-08-27 17:30:00,2090009567_2090009550_0,2090009567,2090009550,0,motorway_link,36.5,129.08,6,29.8,50.0,0.4034,moderate,3850.6,open,
heavy_congestion,2026-08-27 18:30:00,3224370213_306609669_0,3224370213,306609669,0,secondary,67.9,174.66,16,11.7,38.0,0.6914,heavy,2048.5,open,
multiple_congested,2026-08-27 18:00:00,2786981983_2786023211_0,2786981983,2786023211,0,secondary,47.8,217.58,14,5.3,38.0,0.8613,severe,1147.1,open,
road_closure,2026-08-27 16:00:00,315074115_1250945427_0,315074115,1250945427,0,secondary,96.6,163.82,21,13.2,20.0,0.3413,moderate,2158.2,open,
road_closure,2026-08-27 16:00:00,3579905233_3579905315_0,3579905233,3579905315,0,trunk,117.0,76.23,12,40.9,60.0,0.3176,moderate,3121.0,open,
heavy_congestion,2026-08-27 18:30:00,662740753_5491724541_0,662740753,5491724541,0,secondary,415.4,220.83,124,5.0,38.0,0.8741,severe,1104.1,open,
normal,2026-08-27 14:00:00,7656105955_4182539456_0,7656105955,4182539456,0,secondary,14.6,62.34,1,28.6,38.0,0.2467,low,1784.3,open,
multiple_congested,2026-08-27 18:00:00,6443218977_6443218978_0,6443218977,6443218978,0,primary_link,20.6,325.57,9,5.6,30.0,0.8139,severe,1817.4,open,
multiple_congested,2026-08-27 18:00:00,1699091359_1699091358_0,1699091359,1699091358,0,primary,12.9,160.64,3,11.8,60.0,0.8032,severe,1896.8,open,
sudden_congestion,2026-08-27 15:00:00,7571886146_3554715971_0,7571886146,3554715971,0,secondary,296.7,60.38,24,28.9,38.0,0.239,low,1746.1,open,
multiple_congested,2026-08-27 18:00:00,2730570213_3612535769_0,2730570213,3612535769,0,primary,5.4,190.0,1,5.0,60.0,0.95,severe,950.0,open,
sudden_congestion,2026-08-27 15:00:00,306598229_14086856080_0,306598229,14086856080,0,primary,6.1,68.4,1,35.7,50.0,0.285,low,2445.3,open,
sudden_congestion,2026-08-27 15:00:00,2852295280_2852295294_0,2852295280,2852295294,0,secondary,65.1,46.67,4,31.0,38.0,0.1847,low,1445.8,open,
road_closure,2026-08-27 16:00:00,2222308761_976475928_0,2222308761,976475928,0,secondary,100.4,89.4,12,24.6,38.0,0.3539,moderate,2195.0,open,
sudden_congestion,2026-08-27 15:00:00,308779463_308779464_0,308779463,308779464,0,secondary,42.1,49.98,3,37.0,50.0,0.2603,low,1848.4,open,
road_closure,2026-08-27 16:00:00,11542574300_1311357553_0,11542574300,1311357553,0,secondary,42.4,79.01,5,26.1,38.0,0.3128,moderate,2063.4,open,
multiple_congested,2026-08-27 18:00:00,308531998_308531996_0,308531998,308531996,0,secondary,65.7,123.64,11,17.8,50.0,0.644,heavy,2201.0,open,
sudden_congestion,2026-08-27 15:00:00,662739525_662739410_0,662739525,662739410,0,secondary,117.9,67.73,11,27.8,38.0,0.2681,low,1883.7,open,
peak_hour,2026-08-27 18:30:00,7698845307_7698845310_0,7698845307,7698845310,0,secondary,9.3,84.14,1,28.4,60.0,0.5259,heavy,2393.6,open,
accident,2026-08-27 17:30:00,7649623584_4204350327_0,7649623584,4204350327,0,secondary,186.9,174.95,44,11.7,38.0,0.6925,heavy,2044.3,open,
heavy_congestion,2026-08-27 18:30:00,6518116570_6518116571_0,6518116570,6518116571,0,primary_link,18.0,365.81,9,5.0,30.0,0.9145,severe,1829.1,open,
peak_hour,2026-08-27 18:30:00,2244373633_2244373578_0,2244373633,2244373578,0,primary,118.7,209.3,34,9.7,45.0,0.7849,severe,2026.2,open,
accident,2026-08-27 17:30:00,11572220859_11572238882_0,11572220859,11572238882,0,trunk,206.4,117.06,33,30.7,60.0,0.4877,moderate,3597.8,open,
peak_hour,2026-08-27 18:30:00,12393511713_12393524712_0,12393511713,12393524712,0,primary,27.0,253.33,9,5.0,45.0,0.95,severe,1266.7,open,
heavy_congestion,2026-08-27 18:30:00,4180561524_4662723991_0,4180561524,4662723991,0,primary,134.2,393.19,72,5.1,40.0,0.8737,severe,1985.7,open,
clearing,2026-08-27 21:00:00,4201857073_4201921740_0,4201857073,4201921740,0,secondary,341.3,40.97,19,31.8,38.0,0.1622,low,1304.5,open,
peak_hour,2026-08-27 18:30:00,2760699859_6275677677_0,2760699859,6275677677,0,secondary_link,8.8,301.23,4,5.0,28.0,0.8786,severe,1506.1,open,
clearing,2026-08-27 21:00:00,3147189455_3147189444_0,3147189455,3147189444,0,secondary,32.6,27.5,1,33.9,38.0,0.1088,low,931.1,open,
heavy_congestion,2026-08-27 18:30:00,7544868655_571165848_0,7544868655,571165848,0,primary,9.0,224.65,3,7.1,45.0,0.8424,severe,1592.8,open,
multiple_congested,2026-08-27 18:00:00,11140278221_2246072709_0,11140278221,2246072709,0,secondary,24.8,200.52,7,7.8,38.0,0.7937,severe,1571.7,open,
heavy_congestion,2026-08-27 18:30:00,12408695282_12408695283_0,12408695282,12408695283,0,secondary,50.5,169.97,12,12.4,38.0,0.6728,heavy,2113.4,open,
normal,2026-08-27 14:00:00,3598257980_6884627346_0,3598257980,6884627346,0,secondary,25.1,55.38,2,29.7,38.0,0.2192,low,1643.2,open,
normal,2026-08-27 14:00:00,13684203355_13684203362_0,13684203355,13684203362,0,trunk,334.2,31.52,14,52.1,60.0,0.1313,low,1642.8,open,
accident,2026-08-27 17:30:00,11521142932_11521142931_0,11521142932,11521142931,0,trunk,35.0,137.94,7,25.5,60.0,0.5747,heavy,3519.6,open,
accident,2026-08-27 17:30:00,7547444332_4869686774_0,7547444332,4869686774,0,secondary,76.2,123.28,13,19.5,38.0,0.488,moderate,2398.6,open,
road_closure,2026-08-27 16:00:00,6393193244_6393193276_0,6393193244,6393193276,0,primary,148.9,77.27,16,36.8,60.0,0.3864,moderate,2845.0,open,
peak_hour,2026-08-27 18:30:00,308779469_4260400314_0,308779469,4260400314,0,secondary,41.1,137.89,8,14.1,50.0,0.7182,severe,1943.1,open,
accident,2026-08-27 17:30:00,2783189136_2782802961_0,2783189136,2782802961,0,secondary,56.7,154.0,12,14.8,38.0,0.6096,heavy,2284.7,open,
heavy_congestion,2026-08-27 18:30:00,4191189237_2764031763_0,4191189237,2764031763,0,secondary,23.3,156.07,5,9.4,50.0,0.8129,severe,1460.2,open,
road_closure,2026-08-27 16:00:00,7010525801_7010525881_0,7010525801,7010525881,0,secondary,358.1,69.11,34,27.6,38.0,0.2735,low,1907.7,open,
road_closure,2026-08-27 16:00:00,7544868666_2899234138_0,7544868666,2899234138,0,primary,33.4,98.13,4,28.4,45.0,0.368,moderate,2790.9,open,
heavy_congestion,2026-08-27 18:30:00,3670021363_11370558087_0,3670021363,11370558087,0,trunk,22.9,368.88,11,13.9,60.0,0.7685,severe,5123.8,open,
heavy_congestion,2026-08-27 18:30:00,13817857742_13817857741_0,13817857742,13817857741,0,secondary,87.2,240.0,28,5.0,38.0,0.95,severe,1200.0,open,
